,pred_highlight_rf,pred_highlight_nn,is_highlight,Actual,Neural Network,Random Forest,,VALIDATION DONE ON URL: https://www.youtube.com/watch?v=xqtZf2dIZzQ
81,0,0,0,0,-1.5,-3,,
82,0,0,0,0,-1.5,-3,,
83,0,0,0,0,-1.5,-3,,
84,0,0,0,0,-1.5,-3,,
85,0,0,0,0,-1.5,-3,,
86,0,0,0,0,-1.5,-3,,
87,0,0,0,0,-1.5,-3,,
88,0,0,0,0,-1.5,-3,,
89,0,0,0,0,-1.5,-3,,
90,0,0,0,0,-1.5,-3,,
91,0,0,0,0,-1.5,-3,,
92,0,0,0,0,-1.5,-3,,
93,0,0,0,0,-1.5,-3,,
94,0,0,0,0,-1.5,-3,,
95,0,0,0,0,-1.5,-3,,
96,0,0,0,0,-1.5,-3,,
97,0,0,0,0,-1.5,-3,,
98,0,0,0,0,-1.5,-3,,
99,0,0,0,0,-1.5,-3,,
100,0,0,0,0,-1.5,-3,,
101,0,0,0,0,-1.5,-3,,
102,0,0,0,0,-1.5,-3,,
103,0,0,0,0,-1.5,-3,,
104,0,0,0,0,-1.5,-3,,
105,0,0,0,0,-1.5,-3,,
106,0,0,0,0,-1.5,-3,,
107,0,0,0,0,-1.5,-3,,
108,0,0,0,0,-1.5,-3,,
109,0,0,0,0,-1.5,-3,,
110,0,0,0,0,-1.5,-3,,
111,0,0,0,0,-1.5,-3,,
112,0,0,0,0,-1.5,-3,,
113,0,0,0,0,-1.5,-3,,
114,0,0,0,0,-1.5,-3,,
115,0,0,0,0,-1.5,-3,,
116,0,0,0,0,-1.5,-3,,
117,0,0,0,0,-1.5,-3,,
118,0,0,0,0,-1.5,-3,,
119,0,0,0,0,-1.5,-3,,
120,0,0,0,0,-1.5,-3,,
121,0,0,0,0,-1.5,-3,,
122,0,0,0,0,-1.5,-3,,
123,0,0,0,0,-1.5,-3,,
124,0,0,0,0,-1.5,-3,,
125,0,0,0,0,-1.5,-3,,
126,0,0,0,0,-1.5,-3,,
127,0,0,0,0,-1.5,-3,,
128,0,0,0,0,-1.5,-3,,
129,0,0,0,0,-1.5,-3,,
130,0,0,0,0,-1.5,-3,,
131,0,0,0,0,-1.5,-3,,
132,0,0,0,0,-1.5,-3,,
133,0,0,0,0,-1.5,-3,,
134,0,0,0,0,-1.5,-3,,
135,0,0,0,0,-1.5,-3,,
136,0,0,0,0,-1.5,-3,,
137,0,0,0,0,-1.5,-3,,
138,0,0,0,0,-1.5,-3,,
139,0,0,0,0,-1.5,-3,,
140,0,0,0,0,-1.5,-3,,
141,0,0,0,0,-1.5,-3,,
142,1,0,0,0,-1.5,-2,,
143,0,0,0,0,-1.5,-3,,
144,0,1,0,0,-0.5,-3,,
145,0,0,0,0,-1.5,-3,,
146,0,1,0,0,-0.5,-3,,
147,0,1,0,0,-0.5,-3,,
148,0,0,0,0,-1.5,-3,,
149,1,0,0,0,-1.5,-2,,
150,0,0,0,0,-1.5,-3,,
151,0,0,0,0,-1.5,-3,,
152,0,0,0,0,-1.5,-3,,
153,0,0,0,0,-1.5,-3,,
154,0,0,0,0,-1.5,-3,,
155,0,0,0,0,-1.5,-3,,
156,0,0,0,0,-1.5,-3,,
157,0,0,0,0,-1.5,-3,,
158,0,0,0,0,-1.5,-3,,
159,0,0,0,0,-1.5,-3,,
160,0,0,0,0,-1.5,-3,,
161,0,0,0,0,-1.5,-3,,
162,0,0,0,0,-1.5,-3,,
163,0,0,0,0,-1.5,-3,,
164,0,0,0,0,-1.5,-3,,
165,0,0,0,0,-1.5,-3,,
166,0,0,0,0,-1.5,-3,,
167,0,0,0,0,-1.5,-3,,
168,0,0,0,0,-1.5,-3,,
169,0,0,0,0,-1.5,-3,,
170,0,0,0,0,-1.5,-3,,
171,0,0,0,0,-1.5,-3,,
172,0,0,0,0,-1.5,-3,,
173,0,0,0,0,-1.5,-3,,
174,0,0,0,0,-1.5,-3,,
175,0,0,0,0,-1.5,-3,,
176,0,0,0,0,-1.5,-3,,
177,0,0,0,0,-1.5,-3,,
178,0,0,0,0,-1.5,-3,,
179,0,0,0,0,-1.5,-3,,
180,0,0,0,0,-1.5,-3,,
181,0,0,0,0,-1.5,-3,,
182,0,0,0,0,-1.5,-3,,
183,0,0,0,0,-1.5,-3,,
184,0,0,0,0,-1.5,-3,,
185,0,0,0,0,-1.5,-3,,
186,0,0,0,0,-1.5,-3,,
187,0,0,0,0,-1.5,-3,,
188,0,0,0,0,-1.5,-3,,
189,0,0,0,0,-1.5,-3,,
190,0,0,0,0,-1.5,-3,,
191,0,0,0,0,-1.5,-3,,
192,0,0,0,0,-1.5,-3,,
193,0,0,0,0,-1.5,-3,,
194,0,0,0,0,-1.5,-3,,
195,0,0,0,0,-1.5,-3,,
196,0,0,0,0,-1.5,-3,,
197,0,0,0,0,-1.5,-3,,
198,0,0,0,0,-1.5,-3,,
199,0,0,0,0,-1.5,-3,,
200,0,0,0,0,-1.5,-3,,
201,0,0,0,0,-1.5,-3,,
202,0,0,0,0,-1.5,-3,,
203,0,0,0,0,-1.5,-3,,
204,0,0,0,0,-1.5,-3,,
205,0,0,0,0,-1.5,-3,,
206,0,0,0,0,-1.5,-3,,
207,0,0,0,0,-1.5,-3,,
208,0,0,0,0,-1.5,-3,,
209,0,0,0,0,-1.5,-3,,
210,0,0,0,0,-1.5,-3,,
211,0,0,0,0,-1.5,-3,,
212,0,0,0,0,-1.5,-3,,
213,0,0,1,1,-1.5,-3,,
214,1,1,1,1,-0.5,-2,,
215,0,1,1,1,-0.5,-3,,
216,0,0,1,1,-1.5,-3,,
217,0,0,1,1,-1.5,-3,,
218,0,0,1,1,-1.5,-3,,
219,0,0,1,1,-1.5,-3,,
220,0,0,1,1,-1.5,-3,,
221,0,0,1,1,-1.5,-3,,
222,0,0,0,0,-1.5,-3,,
223,0,0,0,0,-1.5,-3,,
224,0,0,0,0,-1.5,-3,,
225,0,0,0,0,-1.5,-3,,
226,0,0,0,0,-1.5,-3,,
227,0,0,0,0,-1.5,-3,,
228,0,0,0,0,-1.5,-3,,
229,0,0,1,1,-1.5,-3,,
230,0,1,1,1,-0.5,-3,,
231,0,1,1,1,-0.5,-3,,
232,0,0,1,1,-1.5,-3,,
233,0,0,0,0,-1.5,-3,,
234,0,0,0,0,-1.5,-3,,
235,0,0,0,0,-1.5,-3,,
236,0,0,0,0,-1.5,-3,,
237,0,0,0,0,-1.5,-3,,
238,0,0,0,0,-1.5,-3,,
239,0,0,0,0,-1.5,-3,,
240,0,0,0,0,-1.5,-3,,
241,0,0,0,0,-1.5,-3,,
242,0,0,0,0,-1.5,-3,,
243,0,0,0,0,-1.5,-3,,
244,0,0,0,0,-1.5,-3,,
245,0,0,0,0,-1.5,-3,,
246,0,0,0,0,-1.5,-3,,
247,0,1,0,0,-0.5,-3,,
248,0,0,0,0,-1.5,-3,,
249,0,0,0,0,-1.5,-3,,
250,0,0,0,0,-1.5,-3,,
251,0,0,0,0,-1.5,-3,,
252,0,0,0,0,-1.5,-3,,
253,0,0,0,0,-1.5,-3,,
254,0,0,0,0,-1.5,-3,,
255,0,0,0,0,-1.5,-3,,
256,0,0,0,0,-1.5,-3,,
257,0,0,0,0,-1.5,-3,,
258,0,0,0,0,-1.5,-3,,
259,0,0,0,0,-1.5,-3,,
260,0,0,0,0,-1.5,-3,,
261,0,0,0,0,-1.5,-3,,
262,0,0,0,0,-1.5,-3,,
263,0,0,0,0,-1.5,-3,,
264,0,0,0,0,-1.5,-3,,
265,0,0,0,0,-1.5,-3,,
266,0,0,0,0,-1.5,-3,,
267,0,0,0,0,-1.5,-3,,
268,0,0,0,0,-1.5,-3,,
269,0,0,0,0,-1.5,-3,,
270,0,0,0,0,-1.5,-3,,
271,0,0,0,0,-1.5,-3,,
272,0,0,0,0,-1.5,-3,,
273,0,0,0,0,-1.5,-3,,
274,0,0,0,0,-1.5,-3,,
275,0,0,0,0,-1.5,-3,,
276,0,0,0,0,-1.5,-3,,
277,0,0,0,0,-1.5,-3,,
278,0,0,0,0,-1.5,-3,,
279,0,0,0,0,-1.5,-3,,
280,0,0,0,0,-1.5,-3,,
281,0,0,0,0,-1.5,-3,,
282,0,0,0,0,-1.5,-3,,
283,0,0,0,0,-1.5,-3,,
284,0,0,0,0,-1.5,-3,,
285,0,0,0,0,-1.5,-3,,
286,0,0,0,0,-1.5,-3,,
287,0,0,0,0,-1.5,-3,,
288,0,0,0,0,-1.5,-3,,
289,0,0,0,0,-1.5,-3,,
290,0,0,0,0,-1.5,-3,,
291,0,0,0,0,-1.5,-3,,
292,0,0,0,0,-1.5,-3,,
293,0,0,0,0,-1.5,-3,,
294,0,0,0,0,-1.5,-3,,
295,0,0,0,0,-1.5,-3,,
296,0,0,0,0,-1.5,-3,,
297,0,0,0,0,-1.5,-3,,
298,0,0,0,0,-1.5,-3,,
299,0,0,0,0,-1.5,-3,,
300,0,0,0,0,-1.5,-3,,
301,0,0,0,0,-1.5,-3,,
302,0,0,0,0,-1.5,-3,,
303,0,0,0,0,-1.5,-3,,
304,0,0,0,0,-1.5,-3,,
305,0,0,0,0,-1.5,-3,,
306,0,0,0,0,-1.5,-3,,
307,0,0,0,0,-1.5,-3,,
308,0,0,0,0,-1.5,-3,,
309,0,0,0,0,-1.5,-3,,
310,0,0,0,0,-1.5,-3,,
311,0,0,0,0,-1.5,-3,,
312,0,0,1,1,-1.5,-3,,
313,0,0,1,1,-1.5,-3,,
314,0,1,1,1,-0.5,-3,,
315,0,1,1,1,-0.5,-3,,
316,0,1,1,1,-0.5,-3,,
317,0,0,1,1,-1.5,-3,,
318,0,0,0,0,-1.5,-3,,
319,0,0,0,0,-1.5,-3,,
320,0,1,1,1,-0.5,-3,,
321,1,1,1,1,-0.5,-2,,
322,0,1,1,1,-0.5,-3,,
323,1,1,1,1,-0.5,-2,,
324,0,1,1,1,-0.5,-3,,
325,0,1,1,1,-0.5,-3,,
326,1,1,1,1,-0.5,-2,,
327,0,1,1,1,-0.5,-3,,
328,1,1,1,1,-0.5,-2,,
329,0,0,1,1,-1.5,-3,,
330,0,0,0,0,-1.5,-3,,
331,1,1,1,1,-0.5,-2,,
332,0,0,0,0,-1.5,-3,,
333,0,0,0,0,-1.5,-3,,
334,0,0,0,0,-1.5,-3,,
335,0,0,0,0,-1.5,-3,,
336,0,0,0,0,-1.5,-3,,
337,0,0,0,0,-1.5,-3,,
338,0,0,0,0,-1.5,-3,,
339,0,0,0,0,-1.5,-3,,
340,0,0,0,0,-1.5,-3,,
341,0,0,0,0,-1.5,-3,,
342,0,0,0,0,-1.5,-3,,
343,0,0,0,0,-1.5,-3,,
344,0,0,0,0,-1.5,-3,,
345,0,0,0,0,-1.5,-3,,
346,0,0,0,0,-1.5,-3,,
347,0,0,0,0,-1.5,-3,,
348,0,0,0,0,-1.5,-3,,
349,0,0,0,0,-1.5,-3,,
350,0,0,0,0,-1.5,-3,,
351,0,0,0,0,-1.5,-3,,
352,0,0,0,0,-1.5,-3,,
353,0,0,0,0,-1.5,-3,,
354,0,0,0,0,-1.5,-3,,
355,0,0,0,0,-1.5,-3,,
356,0,0,0,0,-1.5,-3,,
357,0,0,0,0,-1.5,-3,,
358,0,0,0,0,-1.5,-3,,
359,0,0,0,0,-1.5,-3,,
360,0,0,0,0,-1.5,-3,,
361,0,0,0,0,-1.5,-3,,
362,0,0,0,0,-1.5,-3,,
363,0,0,0,0,-1.5,-3,,
364,0,0,0,0,-1.5,-3,,
365,0,0,0,0,-1.5,-3,,
366,0,0,0,0,-1.5,-3,,
367,0,0,0,0,-1.5,-3,,
368,0,0,0,0,-1.5,-3,,
369,0,0,0,0,-1.5,-3,,
370,0,0,0,0,-1.5,-3,,
371,0,0,0,0,-1.5,-3,,
372,0,0,0,0,-1.5,-3,,
373,0,0,0,0,-1.5,-3,,
374,0,0,0,0,-1.5,-3,,
375,0,0,0,0,-1.5,-3,,
376,0,0,0,0,-1.5,-3,,
377,0,0,0,0,-1.5,-3,,
378,0,0,0,0,-1.5,-3,,
379,0,0,0,0,-1.5,-3,,
380,0,0,0,0,-1.5,-3,,
381,0,0,0,0,-1.5,-3,,
382,0,0,0,0,-1.5,-3,,
383,0,0,0,0,-1.5,-3,,
384,0,0,0,0,-1.5,-3,,
385,0,0,0,0,-1.5,-3,,
386,0,0,0,0,-1.5,-3,,
387,0,0,0,0,-1.5,-3,,
388,0,0,0,0,-1.5,-3,,
389,0,0,0,0,-1.5,-3,,
390,0,0,0,0,-1.5,-3,,
391,0,0,0,0,-1.5,-3,,
392,0,0,0,0,-1.5,-3,,
393,0,0,0,0,-1.5,-3,,
394,0,0,0,0,-1.5,-3,,
395,0,0,0,0,-1.5,-3,,
396,0,0,0,0,-1.5,-3,,
397,0,0,0,0,-1.5,-3,,
398,0,0,0,0,-1.5,-3,,
399,0,0,0,0,-1.5,-3,,
400,0,0,0,0,-1.5,-3,,
401,0,1,0,0,-0.5,-3,,
402,0,1,0,0,-0.5,-3,,
403,1,1,0,0,-0.5,-2,,
404,0,1,0,0,-0.5,-3,,
405,0,1,0,0,-0.5,-3,,
406,0,1,0,0,-0.5,-3,,
407,0,1,0,0,-0.5,-3,,
408,0,0,0,0,-1.5,-3,,
409,0,0,0,0,-1.5,-3,,
410,0,0,0,0,-1.5,-3,,
411,0,0,0,0,-1.5,-3,,
412,0,0,0,0,-1.5,-3,,
413,0,0,0,0,-1.5,-3,,
414,0,0,0,0,-1.5,-3,,
415,0,0,0,0,-1.5,-3,,
416,0,0,0,0,-1.5,-3,,
417,0,0,0,0,-1.5,-3,,
418,0,0,0,0,-1.5,-3,,
419,0,0,0,0,-1.5,-3,,
420,0,0,0,0,-1.5,-3,,
421,0,0,0,0,-1.5,-3,,
422,0,0,0,0,-1.5,-3,,
423,0,0,0,0,-1.5,-3,,
424,0,0,0,0,-1.5,-3,,
425,0,0,0,0,-1.5,-3,,
426,0,0,0,0,-1.5,-3,,
427,0,0,0,0,-1.5,-3,,
428,0,0,0,0,-1.5,-3,,
429,0,0,0,0,-1.5,-3,,
430,0,0,0,0,-1.5,-3,,
431,0,0,0,0,-1.5,-3,,
432,0,0,0,0,-1.5,-3,,
433,0,0,0,0,-1.5,-3,,
434,0,0,0,0,-1.5,-3,,
435,0,0,0,0,-1.5,-3,,
436,0,0,0,0,-1.5,-3,,
437,0,0,0,0,-1.5,-3,,
438,1,1,0,0,-0.5,-2,,
439,0,0,0,0,-1.5,-3,,
440,0,0,0,0,-1.5,-3,,
441,0,0,0,0,-1.5,-3,,
442,0,0,0,0,-1.5,-3,,
443,0,0,0,0,-1.5,-3,,
444,0,0,0,0,-1.5,-3,,
445,0,0,0,0,-1.5,-3,,
446,0,0,0,0,-1.5,-3,,
447,0,1,0,0,-0.5,-3,,
448,0,1,0,0,-0.5,-3,,
449,0,1,0,0,-0.5,-3,,
450,0,1,0,0,-0.5,-3,,
451,0,0,0,0,-1.5,-3,,
452,0,0,0,0,-1.5,-3,,
453,0,0,0,0,-1.5,-3,,
454,0,0,0,0,-1.5,-3,,
455,0,0,0,0,-1.5,-3,,
456,0,0,0,0,-1.5,-3,,
457,0,0,0,0,-1.5,-3,,
458,0,0,0,0,-1.5,-3,,
459,0,0,0,0,-1.5,-3,,
460,0,0,0,0,-1.5,-3,,
461,0,0,0,0,-1.5,-3,,
462,0,0,0,0,-1.5,-3,,
463,0,0,0,0,-1.5,-3,,
464,0,0,0,0,-1.5,-3,,
465,0,0,0,0,-1.5,-3,,
466,0,0,0,0,-1.5,-3,,
467,0,0,0,0,-1.5,-3,,
468,0,0,0,0,-1.5,-3,,
469,0,0,0,0,-1.5,-3,,
470,0,0,0,0,-1.5,-3,,
471,0,0,0,0,-1.5,-3,,
472,0,0,0,0,-1.5,-3,,
473,0,0,0,0,-1.5,-3,,
474,0,0,0,0,-1.5,-3,,
475,0,0,0,0,-1.5,-3,,
476,0,0,0,0,-1.5,-3,,
477,0,0,0,0,-1.5,-3,,
478,0,0,0,0,-1.5,-3,,
479,0,0,0,0,-1.5,-3,,
480,0,0,0,0,-1.5,-3,,
481,0,0,0,0,-1.5,-3,,
482,0,0,0,0,-1.5,-3,,
483,0,0,0,0,-1.5,-3,,
484,0,0,0,0,-1.5,-3,,
485,0,0,1,1,-1.5,-3,,
486,0,0,0,0,-1.5,-3,,
487,0,0,0,0,-1.5,-3,,
488,0,0,0,0,-1.5,-3,,
489,0,0,1,1,-1.5,-3,,
490,0,0,1,1,-1.5,-3,,
491,0,0,0,0,-1.5,-3,,
492,0,0,0,0,-1.5,-3,,
493,0,0,0,0,-1.5,-3,,
494,0,0,1,1,-1.5,-3,,
495,0,1,1,1,-0.5,-3,,
496,0,1,1,1,-0.5,-3,,
497,0,1,1,1,-0.5,-3,,
498,0,1,1,1,-0.5,-3,,
499,0,0,1,1,-1.5,-3,,
500,0,0,0,0,-1.5,-3,,
501,0,0,0,0,-1.5,-3,,
502,0,0,0,0,-1.5,-3,,
503,0,0,0,0,-1.5,-3,,
504,0,0,0,0,-1.5,-3,,
505,0,0,0,0,-1.5,-3,,
506,0,0,0,0,-1.5,-3,,
507,0,0,0,0,-1.5,-3,,
508,0,0,0,0,-1.5,-3,,
509,0,0,0,0,-1.5,-3,,
510,0,0,0,0,-1.5,-3,,
511,0,0,0,0,-1.5,-3,,
512,0,0,0,0,-1.5,-3,,
513,0,0,0,0,-1.5,-3,,
514,0,0,0,0,-1.5,-3,,
515,0,0,0,0,-1.5,-3,,
516,0,0,0,0,-1.5,-3,,
517,0,0,0,0,-1.5,-3,,
518,0,0,0,0,-1.5,-3,,
519,0,0,0,0,-1.5,-3,,
520,0,0,0,0,-1.5,-3,,
521,0,0,0,0,-1.5,-3,,
522,0,0,0,0,-1.5,-3,,
523,0,0,0,0,-1.5,-3,,
524,0,0,0,0,-1.5,-3,,
525,0,0,0,0,-1.5,-3,,
526,0,0,0,0,-1.5,-3,,
527,0,0,0,0,-1.5,-3,,
528,0,0,0,0,-1.5,-3,,
529,0,0,0,0,-1.5,-3,,
530,0,0,0,0,-1.5,-3,,
531,0,0,0,0,-1.5,-3,,
532,0,0,0,0,-1.5,-3,,
533,0,0,0,0,-1.5,-3,,
534,0,0,0,0,-1.5,-3,,
535,0,0,0,0,-1.5,-3,,
536,0,0,0,0,-1.5,-3,,
537,0,0,0,0,-1.5,-3,,
538,0,0,0,0,-1.5,-3,,
539,0,0,0,0,-1.5,-3,,
540,0,0,0,0,-1.5,-3,,
541,0,0,0,0,-1.5,-3,,
542,0,0,0,0,-1.5,-3,,
543,0,0,0,0,-1.5,-3,,
544,0,0,0,0,-1.5,-3,,
545,0,0,0,0,-1.5,-3,,
546,0,0,0,0,-1.5,-3,,
547,0,0,0,0,-1.5,-3,,
548,0,0,0,0,-1.5,-3,,
549,0,0,0,0,-1.5,-3,,
550,0,0,0,0,-1.5,-3,,
551,0,0,0,0,-1.5,-3,,
552,0,0,0,0,-1.5,-3,,
553,0,0,0,0,-1.5,-3,,
554,0,0,0,0,-1.5,-3,,
555,0,0,0,0,-1.5,-3,,
556,0,0,0,0,-1.5,-3,,
557,0,0,0,0,-1.5,-3,,
558,0,0,0,0,-1.5,-3,,
559,0,0,0,0,-1.5,-3,,
560,0,1,0,0,-0.5,-3,,
561,0,0,0,0,-1.5,-3,,
562,0,0,0,0,-1.5,-3,,
563,0,0,0,0,-1.5,-3,,
564,0,0,0,0,-1.5,-3,,
565,0,0,0,0,-1.5,-3,,
566,0,0,0,0,-1.5,-3,,
567,0,0,0,0,-1.5,-3,,
568,0,0,0,0,-1.5,-3,,
569,0,0,0,0,-1.5,-3,,
570,0,0,0,0,-1.5,-3,,
571,0,0,0,0,-1.5,-3,,
572,0,0,0,0,-1.5,-3,,
573,0,0,0,0,-1.5,-3,,
574,0,0,0,0,-1.5,-3,,
575,0,0,0,0,-1.5,-3,,
576,0,0,0,0,-1.5,-3,,
577,0,0,0,0,-1.5,-3,,
578,0,0,0,0,-1.5,-3,,
579,0,0,0,0,-1.5,-3,,
580,0,0,0,0,-1.5,-3,,
581,0,0,0,0,-1.5,-3,,
582,0,0,0,0,-1.5,-3,,
583,0,0,0,0,-1.5,-3,,
584,0,0,0,0,-1.5,-3,,
585,0,0,0,0,-1.5,-3,,
586,0,0,0,0,-1.5,-3,,
587,0,0,0,0,-1.5,-3,,
588,0,0,0,0,-1.5,-3,,
589,0,0,0,0,-1.5,-3,,
590,0,0,0,0,-1.5,-3,,
591,0,0,0,0,-1.5,-3,,
592,0,1,0,0,-0.5,-3,,
593,1,1,0,0,-0.5,-2,,
594,0,1,0,0,-0.5,-3,,
595,0,1,0,0,-0.5,-3,,
596,0,0,0,0,-1.5,-3,,
597,0,0,0,0,-1.5,-3,,
598,0,0,0,0,-1.5,-3,,
599,0,0,0,0,-1.5,-3,,
600,0,0,0,0,-1.5,-3,,
601,0,0,0,0,-1.5,-3,,
602,0,0,0,0,-1.5,-3,,
603,0,0,0,0,-1.5,-3,,
604,0,0,0,0,-1.5,-3,,
605,0,0,0,0,-1.5,-3,,
606,0,0,0,0,-1.5,-3,,
607,0,0,0,0,-1.5,-3,,
608,0,0,0,0,-1.5,-3,,
609,0,0,0,0,-1.5,-3,,
610,0,0,0,0,-1.5,-3,,
611,0,0,0,0,-1.5,-3,,
612,0,0,0,0,-1.5,-3,,
613,0,0,0,0,-1.5,-3,,
614,0,0,0,0,-1.5,-3,,
615,0,0,0,0,-1.5,-3,,
616,0,0,0,0,-1.5,-3,,
617,0,0,0,0,-1.5,-3,,
618,0,0,0,0,-1.5,-3,,
619,0,0,0,0,-1.5,-3,,
620,0,0,0,0,-1.5,-3,,
621,0,0,0,0,-1.5,-3,,
622,0,0,0,0,-1.5,-3,,
623,0,0,0,0,-1.5,-3,,
624,0,0,0,0,-1.5,-3,,
625,0,0,0,0,-1.5,-3,,
626,0,0,0,0,-1.5,-3,,
627,0,0,0,0,-1.5,-3,,
628,0,0,1,1,-1.5,-3,,
629,0,0,1,1,-1.5,-3,,
630,0,1,1,1,-0.5,-3,,
631,0,0,1,1,-1.5,-3,,
632,1,1,1,1,-0.5,-2,,
633,1,1,1,1,-0.5,-2,,
634,1,1,1,1,-0.5,-2,,
635,1,1,1,1,-0.5,-2,,
636,1,1,1,1,-0.5,-2,,
637,1,1,1,1,-0.5,-2,,
638,1,1,1,1,-0.5,-2,,
639,1,1,1,1,-0.5,-2,,
640,0,0,1,1,-1.5,-3,,
641,0,0,0,0,-1.5,-3,,
642,0,0,0,0,-1.5,-3,,
643,0,0,0,0,-1.5,-3,,
644,0,0,0,0,-1.5,-3,,
645,0,0,0,0,-1.5,-3,,
646,0,0,0,0,-1.5,-3,,
647,0,0,0,0,-1.5,-3,,
648,0,0,0,0,-1.5,-3,,
649,0,0,0,0,-1.5,-3,,
650,0,0,0,0,-1.5,-3,,
651,0,0,0,0,-1.5,-3,,
652,0,0,0,0,-1.5,-3,,
653,0,0,0,0,-1.5,-3,,
654,0,0,0,0,-1.5,-3,,
655,0,0,0,0,-1.5,-3,,
656,0,0,0,0,-1.5,-3,,
657,0,0,0,0,-1.5,-3,,
658,0,0,0,0,-1.5,-3,,
659,0,0,0,0,-1.5,-3,,
660,0,0,0,0,-1.5,-3,,
661,0,0,0,0,-1.5,-3,,
662,0,0,0,0,-1.5,-3,,
663,0,0,0,0,-1.5,-3,,
664,0,0,0,0,-1.5,-3,,
665,0,0,0,0,-1.5,-3,,
666,0,0,0,0,-1.5,-3,,
667,0,0,0,0,-1.5,-3,,
668,1,1,0,0,-0.5,-2,,
669,0,0,0,0,-1.5,-3,,
670,0,0,0,0,-1.5,-3,,
671,0,0,0,0,-1.5,-3,,
672,0,0,0,0,-1.5,-3,,
673,0,0,0,0,-1.5,-3,,
674,0,0,0,0,-1.5,-3,,
675,0,0,0,0,-1.5,-3,,
676,0,0,0,0,-1.5,-3,,
677,0,0,0,0,-1.5,-3,,
678,0,0,0,0,-1.5,-3,,
679,0,0,0,0,-1.5,-3,,
680,0,0,0,0,-1.5,-3,,
681,0,0,0,0,-1.5,-3,,
682,0,0,0,0,-1.5,-3,,
683,0,0,0,0,-1.5,-3,,
684,0,0,0,0,-1.5,-3,,
685,0,0,0,0,-1.5,-3,,
686,0,0,0,0,-1.5,-3,,
687,0,0,0,0,-1.5,-3,,
688,0,0,0,0,-1.5,-3,,
689,0,0,0,0,-1.5,-3,,
690,0,0,0,0,-1.5,-3,,
